cohort	window	year	category	label_ru	role	group	matches	universe_records	records_with_abstract	matches_per_1000
text_only	full	2017	transcriptomics	Транскриптомика / RNA-seq	overview	omics	751	55240	51647	13.595221
text_only	full	2017	ai_all	AI / машинное / глубокое обучение	overview	ai	214	55240	51647	3.874004
text_only	full	2017	phylogenetics	Филогенетика / геномная эпидем.	overview	population	1782	55240	51647	32.259232
text_only	full	2017	animal_models	Животные модели	overview	models	1725	55240	51647	31.227371
text_only	full	2017	genome_seq	Геномное / массовое секвенирование	overview	omics	804	55240	51647	14.554671
text_only	full	2017	cell_culture	Клеточные линии / первичные культуры	overview	models	2433	55240	51647	44.044171
text_only	full	2017	metagenomics	Метагеномика / виромика	overview	omics	356	55240	51647	6.444605
text_only	full	2017	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	861	55240	51647	15.586531
text_only	full	2017	molecular_modeling	Молекулярное моделирование	overview	computation	369	55240	51647	6.679942
text_only	full	2017	cytometry	Цитометрия / иммунофенотипинг	overview	assays	986	55240	51647	17.849385
text_only	full	2017	proteomics	Протеомика / интерактомика	overview	omics	443	55240	51647	8.019551
text_only	full	2017	single_cell	Одноклеточные / ядерные омики	overview	omics	165	55240	51647	2.986966
text_only	full	2017	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	23	55240	51647	0.416365
text_only	full	2017	math_epi	Математическая эпидемиология	overview	computation	150	55240	51647	2.715424
text_only	full	2017	systems_biology	Системная биология / мультиомика	overview	computation	39	55240	51647	0.706010
text_only	full	2017	metabolomics	Метаболомика / липидомика	overview	omics	95	55240	51647	1.719768
text_only	full	2017	biosensors	Биосенсоры / микрофлюидика	overview	assays	199	55240	51647	3.602462
text_only	full	2017	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	388	55240	51647	7.023896
text_only	full	2017	crispr_diagnostics	CRISPR-диагностика	overview	assays	3	55240	51647	0.054308
text_only	full	2017	cryo_em	Крио-ЭМ / электронная томография	overview	structure	142	55240	51647	2.570601
text_only	full	2017	wastewater	Надзор: сточные воды / среда	overview	population	30	55240	51647	0.543085
text_only	full	2017	organoids	Органоиды / органы-на-чипе	overview	models	34	55240	51647	0.615496
text_only	full	2017	cell_microscopy	Клеточная микроскопия	overview	structure	291	55240	51647	5.267922
text_only	full	2017	epigenomics	Эпигеномика / модификации РНК	overview	omics	190	55240	51647	3.439537
text_only	full	2017	long_reads	Длинные чтения / direct RNA	overview	omics	22	55240	51647	0.398262
text_only	full	2017	crystallography_nmr	Кристаллография / ЯМР	overview	structure	169	55240	51647	3.059377
text_only	full	2017	annotation_homology	Аннотация / методы гомологии	overview	computation	100	55240	51647	1.810282
text_only	full	2017	spatial_omics	Пространственные омики	overview	omics	0	55240	51647	0.000000
text_only	full	2017	compound_screening	Массовый скрининг соединений	overview	assays	83	55240	51647	1.502534
text_only	full	2017	immune_repertoire	Профилирование иммунного репертуара	overview	assays	32	55240	51647	0.579290
text_only	full	2017	deep_mutational	Deep mutational scanning	overview	computation	5	55240	51647	0.090514
text_only	full	2017	functional_screens	Функциональные геномные скрининги	overview	models	34	55240	51647	0.615496
text_only	full	2017	classic_ml	Классическое машинное обучение	ai_detail	ai	160	55240	51647	2.896452
text_only	full	2017	deep_learning	Нейросети / глубокое обучение	ai_detail	ai	46	55240	51647	0.832730
text_only	full	2017	sequence_lm	Языковые модели биопоследовательностей	ai_detail	ai	1	55240	51647	0.018103
text_only	full	2017	text_llm	Текстовые LLM / ассистенты — прокси	ai_detail	ai	0	55240	51647	0.000000
text_only	full	2017	ai_structure	AI-предсказание структур	ai_detail	ai	0	55240	51647	0.000000
text_only	full	2017	nlp	NLP / анализ научных текстов	ai_detail	ai	20	55240	51647	0.362056
text_only	full	2017	generative	Генеративные модели / diffusion / GAN	ai_detail	ai	0	55240	51647	0.000000
text_only	full	2018	pcr	ПЦР / dPCR / изотерм. тесты	overview	assays	3969	55817	52661	71.107369
text_only	full	2018	serology	Серология / иммуноанализ	overview	assays	2946	55817	52661	52.779619
text_only	full	2018	transcriptomics	Транскриптомика / RNA-seq	overview	omics	917	55817	52661	16.428687
text_only	full	2018	ai_all	AI / машинное / глубокое обучение	overview	ai	264	55817	52661	4.729742
text_only	full	2018	phylogenetics	Филогенетика / геномная эпидем.	overview	population	1934	55817	52661	34.648942
text_only	full	2018	animal_models	Животные модели	overview	models	1831	55817	52661	32.803626
text_only	full	2018	genome_seq	Геномное / массовое секвенирование	overview	omics	908	55817	52661	16.267445
text_only	full	2018	cell_culture	Клеточные линии / первичные культуры	overview	models	2484	55817	52661	44.502571
text_only	full	2018	metagenomics	Метагеномика / виромика	overview	omics	489	55817	52661	8.760772
text_only	full	2018	viral_vectors	Вирусные векторы / доставка генов	overview	platforms	823	55817	52661	14.744612
text_only	full	2018	molecular_modeling	Молекулярное моделирование	overview	computation	419	55817	52661	7.506674
text_only	full	2018	cytometry	Цитометрия / иммунофенотипинг	overview	assays	979	55817	52661	17.539459
text_only	full	2018	proteomics	Протеомика / интерактомика	overview	omics	438	55817	52661	7.847072
text_only	full	2018	single_cell	Одноклеточные / ядерные омики	overview	omics	174	55817	52661	3.117330
text_only	full	2018	rna_vaccines	РНК- / мРНК-вакцины	overview	platforms	22	55817	52661	0.394145
text_only	full	2018	math_epi	Математическая эпидемиология	overview	computation	160	55817	52661	2.866510
text_only	full	2018	systems_biology	Системная биология / мультиомика	overview	computation	45	55817	52661	0.806206
text_only	full	2018	metabolomics	Метаболомика / липидомика	overview	omics	100	55817	52661	1.791569
text_only	full	2018	biosensors	Биосенсоры / микрофлюидика	overview	assays	202	55817	52661	3.618969
text_only	full	2018	vlp_nanovaccines	VLP / наночастичные вакцины	overview	platforms	361	55817	52661	6.467564
text_only	full	2018	crispr_diagnostics	CRISPR-диагностика	overview	assays	7	55817	52661	0.125410
text_only	full	2018	cryo_em	Крио-ЭМ / электронная томография	overview	structure	130	55817	52661	2.329040
text_only	full	2018	wastewater	Надзор: сточные воды / среда	overview	population	34	55817	52661	0.609133
text_only	full	2018	organoids	Органоиды / органы-на-чипе	overview	models	52	55817	52661	0.931616
text_only	full	2018	cell_microscopy	Клеточная микроскопия	overview	structure	303	55817	52661	5.428454
text_only	full	2018	epigenomics	Эпигеномика / модификации РНК	overview	omics	207	55817	52661	3.708548
text_only	full	2018	long_reads	Длинные чтения / direct RNA	overview	omics	41	55817	52661	0.734543
text_only	full	2018	crystallography_nmr	Кристаллография / ЯМР	overview	structure	171	55817	52661	3.063583
text_only	full	2018	annotation_homology	Аннотация / методы гомологии	overview	computation	137	55817	52661	2.454449
text_only	full	2018	spatial_omics	Пространственные омики	overview	omics	0	55817	52661	0.000000
text_only	full	2018	compound_screening	Массовый скрининг соединений	overview	assays	89	55817	52661	1.594496
